,org_index,spoke_id,spoke_name
376,376,756828,Bacillus sp. WP8
377,377,1565991,Bacillus sp. X1(2014)
378,378,352858,Bacillus sp. Y1
379,379,227866,Bacillus tequilensis
380,380,155322,Bacillus toyonensis
381,381,2026188,Bacillus tropicus
382,382,72361,Bacillus vallismortis
383,383,1547283,Bacillus weihaiensis
384,384,1890302,Bacillus wiedmannii
385,385,1178537,Bacillus xiamenensis
386,386,1178540,Bacillus zhangzhouensis
387,387,1249553,Bacterioplanes sanyensis
388,388,960,Bacteriovorax stolpii
389,389,1633202,Bacteroidales bacterium Barb6XT
390,390,1400053,Bacteroidales bacterium CF
391,391,47678,Bacteroides caccae
392,392,1796613,Bacteroides caecimuris
393,393,246787,Bacteroides cellulosilyticus
394,394,28111,Bacteroides eggerthii
395,395,674529,Bacteroides faecis
396,396,2715212,Bacteroides faecium
397,397,28113,Bacteroides heparinolyticus
398,398,329854,Bacteroides intestinalis
399,399,291645,Bacteroides nordii
400,400,28116,Bacteroides ovatus
401,401,291644,Bacteroides salyersiae
402,402,46506,Bacteroides stercoris
403,403,820,Bacteroides uniformis
404,404,371601,Bacteroides xylanisolvens
405,405,28119,Bacteroides zoogleoformans
406,406,1898104,Bacteroidota bacterium
407,407,496014,Baekduia soli
408,408,1318743,Bartonella ancashensis
409,409,1686310,Bartonella apis
410,410,33045,Bartonella grahamii
411,411,515256,Bartonella sp. 1-1C
412,412,1933906,Bartonella sp. JB15
413,413,1933904,Bartonella sp. WD16.2
414,414,2360,Bathymodiolus thermophilus thioautotrophic gill symbiont
415,415,2748865,Bdellovibrio sp. KM01
416,416,2220073,Bdellovibrio sp. NC01
417,417,2231053,Bdellovibrio sp. ZAP7
418,418,1916293,Bdellovibrio sp. qaytius
419,419,288004,Beggiatoa leptomitoformis
420,420,533,Beijerinckia indica
421,421,2572036,Beijerinckiaceae bacterium RH AL1
422,422,1585976,Bergeyella cardium
423,423,1618337,Berkelbacteria bacterium GW2011_GWE1_39_12
424,424,207949,Bermanella marisrubri
425,425,1531429,Berryella intestinalis
426,426,1904640,Betaproteobacteria bacterium GR16-43
427,427,1690485,Betaproteobacteria bacterium UKL13-2
428,428,84757,Beutenbergia cavernae
429,429,1683,Bifidobacterium angulatum
430,430,1684,Bifidobacterium asteroides
431,431,35760,Bifidobacterium choerinum
432,432,1687,Bifidobacterium coryneforme
433,433,1765219,Bifidobacterium eulemuris
434,434,1691,Bifidobacterium indicum
435,435,1603886,Bifidobacterium lemurum
436,436,28026,Bifidobacterium pseudocatenulatum
437,437,1694,Bifidobacterium pseudolongum
438,438,158787,Bifidobacterium scardovii
439,439,77635,Bifidobacterium subtile
440,440,33905,Bifidobacterium thermophilum
441,441,109472,Bisgaardia hudsonensis
442,442,2233851,Blastochloris tepida
443,443,1079,Blastochloris viridis
444,444,138336,Blastococcus saxobsidens
445,445,1550728,Blastomonas fulva
446,446,1842535,Blastomonas sp. RAC04
447,447,164514,Blattabacterium punctulatus
448,448,1912897,Blautia argi
449,449,1322,Blautia hansenii
450,450,40520,Blautia obeum
451,451,33035,Blautia producta
452,452,1796616,Blautia pseudococcoides
453,453,2479767,Blautia sp. SC05B48
454,454,418240,Blautia wexlerae
455,455,1303590,Bombilactobacillus bombi
456,456,463025,Bordetella bronchialis
457,457,463014,Bordetella flabilis
458,458,463040,Bordetella genomosp. 13
459,459,103855,Bordetella hinzii
460,460,94624,Bordetella petrii
461,461,1331258,Bordetella pseudohinzii
462,462,1697043,Bordetella sp. H567
463,463,123899,Bordetella trematum
464,464,40834,Borrelia duttonii
465,465,2761123,Borrelia maritima
466,466,44449,Borrelia recurrentis
467,467,142,Borrelia turicatae
468,468,1245910,Borreliella chilensis
469,469,1674146,Borreliella mayonii
470,470,2599640,Bosea sp. F3-2
471,471,1792307,Bosea sp. PAMC 26642
472,472,1842539,Bosea sp. RAC05
473,473,1526658,Bosea vaviloviae
474,474,2552942,Boseongicola sp. CCM32
475,475,1912795,Boudabousia tangfeifanii
476,476,2017485,Brachybacterium avium
477,477,43669,Brachybacterium faecium
478,478,1331682,Brachybacterium ginsengisoli
479,479,556288,Brachybacterium saurashtrense
480,480,1903186,Brachybacterium sp. P6-10-X1
481,481,2571029,Brachybacterium sp. SGAir0954
482,482,2017484,Brachybacterium vulturis
483,483,1287055,Brachyspira hampsonii
484,484,1548548,Bradymonas sediminis
485,485,1404768,Bradyrhizobium amphicarpaeae
486,486,858423,Bradyrhizobium arachidis
487,487,244734,Bradyrhizobium betae
488,488,255045,Bradyrhizobium canariense
489,489,1404864,Bradyrhizobium cosmicum
490,490,993502,Bradyrhizobium daqingense
491,491,29448,Bradyrhizobium elkanii
492,492,1325090,Bradyrhizobium guangdongense
493,493,1325095,Bradyrhizobium guangzhouense
494,494,1274631,Bradyrhizobium icense
495,495,931866,Bradyrhizobium ottawaense
496,496,1404411,Bradyrhizobium septentrionale
497,497,288000,Bradyrhizobium sp. BTAi1
498,498,1223566,Bradyrhizobium sp. CCGE-LA001
499,499,114615,Bradyrhizobium sp. ORS 278
500,500,115808,Bradyrhizobium sp. ORS 285
501,501,2057741,Bradyrhizobium sp. SK17
502,502,1404367,Bradyrhizobium symbiodeficiens
503,503,1549949,Bradyrhizobium vignae
504,504,2527984,Bremerella volcania
505,505,1109412,Brenneria goodwinii
506,506,55213,Brenneria rubrifaciens
507,507,2304600,Breoghania sp. L-A4
508,508,1986204,Brevefilum fermentans
509,509,51101,Brevibacillus agri
510,510,1393,Brevibacillus brevis
511,511,54911,Brevibacillus choshinensis
512,512,54913,Brevibacillus formosus
513,513,1465,Brevibacillus laterosporus
514,514,54914,Brevibacillus parabrevis
515,515,273384,Brevibacterium aurantiacum
516,516,33889,Brevibacterium casei
517,517,1703,Brevibacterium linens
518,518,199591,Brevibacterium luteolum
519,519,2575923,Brevibacterium sp. CS2
520,520,74316,Brevundimonas aurantiaca
521,521,293,Brevundimonas diminuta
522,522,74329,Brevundimonas mediterranea
523,523,588932,Brevundimonas naejangsanensis
524,524,172043,Brevundimonas nasdae
525,525,1532555,Brevundimonas sp. DS20
526,526,1827469,Brevundimonas sp. GW460-12-10-14-LB2
527,527,1938605,Brevundimonas sp. LM2
528,528,2561924,Brevundimonas sp. MF30-B
529,529,2579977,Brevundimonas sp. SGAir0440
530,530,74313,Brevundimonas subvibrioides
531,531,1325724,Brevundimonas vancanneytii
532,532,41276,Brevundimonas vesicularis
533,533,2800818,Brevundimonas vitisensis
534,534,2798577,Breznakiella homolactica
535,535,2756,Brochothrix thermosphacta
536,536,94625,Brucella intermedia
537,537,419475,Brucella pseudogrignonensis
538,538,179879,Burkholderia anthina
539,539,488730,Burkholderia arboris
540,540,488447,Burkholderia contaminans
541,541,488732,Burkholderia diffusa
542,542,152500,Burkholderia dolosa
543,543,482957,Burkholderia lata
544,544,488446,Burkholderia latens
545,545,1385591,Burkholderia mayonis
546,546,488729,Burkholderia metallica
547,547,2978683,Burkholderia orbicola
548,548,1207504,Burkholderia pseudomultivorans
549,549,60550,Burkholderia pyrrocinia
550,550,488731,Burkholderia seminalis
551,551,640512,Burkholderia sp. CCGE1003
552,552,2217913,Burkholderia sp. JP2-270
553,553,416344,Burkholderia sp. KJ006
554,554,1795043,Burkholderia sp. PAMC 26561
555,555,95485,Burkholderia stabilis
556,556,1503054,Burkholderia stagnalis
557,557,1503055,Burkholderia territorii
558,558,101571,Burkholderia ubonensis
559,559,1469502,Burkholderiales bacterium GJ-E10
560,560,1834205,Burkholderiales bacterium YL45
561,561,82977,Buttiauxella agrestis
562,562,2479367,Buttiauxella sp. 3AFRM03
563,563,2093856,Butyricimonas faecalis
564,564,544645,Butyricimonas virosa
565,565,831,Butyrivibrio fibrisolvens
566,566,185008,Butyrivibrio hungatei
567,567,43305,Butyrivibrio proteoclasticus
568,568,758793,Caballeronia insecticola
569,569,296745,Caldalkalibacillus thermarum
570,570,35841,Caldibacillus thermoamylovorans
571,571,31899,Caldicellulosiruptor bescii
572,572,1222016,Caldicellulosiruptor changbaiensis
573,573,55205,Caldicellulosiruptor owensensis
574,574,2699430,Caldichromatium japonicum
575,575,133453,Caldilinea aerophila
576,576,1653476,Caldimicrobium thiodismutans
577,577,413882,Caldimonas brevitalea
578,578,215580,Caldimonas thermodepolymerans
579,579,693075,Caldisericum exile
580,580,477976,Calditerrivibrio nitroreducens
581,581,187145,Caldithrix abyssi
582,582,2576307,Caloramator sp. E03
583,583,116090,Caloranaerobacter azorensis
584,584,1337936,Calothrix sp. 336/3
585,585,1954171,Calothrix sp. NIES-2098
586,586,1170562,Calothrix sp. PCC 6303
587,587,99598,Calothrix sp. PCC 7507
588,588,1424653,Caminibacter pacificus
589,589,2505970,Campylobacter armoricus
590,590,2042961,Campylobacter blaseri
591,591,1448857,Campylobacter corcagiensis
592,592,374106,Campylobacter cuniculorum
593,593,200,Campylobacter curvus
594,594,1780362,Campylobacter geochelonis
595,595,28898,Campylobacter helveticus
596,596,1813019,Campylobacter hepaticus
597,597,76517,Campylobacter hominis
598,598,198,Campylobacter hyointestinalis
599,599,1244531,Campylobacter iguaniorum
600,600,75658,Campylobacter lanienae
601,601,2267891,Campylobacter novaezeelandiae
602,602,1848766,Campylobacter ornithocola
603,603,488546,Campylobacter peloridis
604,604,203,Campylobacter rectus
605,605,1500960,Campylobacter sp. RM16704
606,606,1660073,Campylobacter sp. RM6137
607,607,28080,Campylobacter upsaliensis
608,608,827,Campylobacter ureolyticus
609,609,1031542,Campylobacter volucris
610,610,522306,Candidatus Accumulibacter regalis
611,611,281120,Candidatus Amoebophilus asiaticus
612,612,634113,Candidatus Arsenophonus lipoptenae
613,613,1041504,Candidatus Arthromitus sp. SFB-rat-Yit
614,614,2652803,Candidatus Azoamicus ciliaticola
615,615,511435,Candidatus Azobacteroides pseudotrichonymphae
616,616,673862,Candidatus Babela massiliensis
617,617,2026885,Candidatus Bipolaricaulis anaerobius
618,618,2501609,Candidatus Bipolaricaulis sibiricus
619,619,203907,Candidatus Blochmannia floridanus
620,620,101534,Candidatus Blochmannia pennsylvanicus
621,621,251540,Candidatus Blochmannia vicinus
622,622,2561898,Candidatus Campylobacter infans
623,623,247481,Candidatus Cardinium hertigii
624,624,2066483,Candidatus Chromulinivorax destructor
625,625,2054173,Candidatus Coxiella mudrowiae
626,626,471827,Candidatus Desulforudis audaxviator
627,627,1725232,Candidatus Desulfovibrio trichonymphae
628,628,1778262,Candidatus Doolittlea endobia
629,629,62101,Candidatus Endobugula sertula
630,630,1922217,Candidatus Erwinia haradaeae
631,631,1495769,Candidatus Evansia muelleri
632,632,1802984,Candidatus Fokinia solitaria
633,633,1761012,Candidatus Formimonas warabiya
634,634,1878942,Candidatus Fukatsuia symbiotica
635,635,1070130,Candidatus Gullanella endobia
636,636,138072,Candidatus Hamiltonella defensa
637,637,295596,Candidatus Hepatoplasma crinochetorum
638,638,1778263,Candidatus Hoaglandella endobia
639,639,2707344,Candidatus Hydrogenisulfobacillus filiaventi
640,640,1541959,Candidatus Izimaplasma bacterium HR1
641,641,1576550,Candidatus Kinetoplastibacterium sorsogonicusi
642,642,658062,Candidatus Koribacter versatilis
643,643,174633,Candidatus Kuenenia stuttgartiensis
644,644,556287,Candidatus Liberibacter solanacearum
645,645,1318617,Candidatus Malacoplasma girerdii
646,646,1899017,Candidatus Melainabacteria bacterium MEL.A1
647,647,671143,Candidatus Methylomirabilis oxyfera
648,648,1581557,Candidatus Methylopumilus planktonicus
649,649,1581680,Candidatus Methylopumilus turicensis
650,650,1808979,Candidatus Methylospira mobilis
651,651,234827,Candidatus Midichloria mitochondrii
652,652,1778264,Candidatus Mikella endobia
653,653,1884916,Candidatus Nanopelagicus abundans
654,654,1884915,Candidatus Nanopelagicus hibericus
655,655,1884634,Candidatus Nanopelagicus limnes
656,656,2572088,Candidatus Nanosynbacter featherlites
657,657,2093824,Candidatus Nanosynbacter lyticus
658,658,1160784,Candidatus Nasuia deltocephalinicola
659,659,553981,Candidatus Nitrosacidococcus tergens
660,660,1630141,Candidatus Nitrosoglobus terrae
661,661,1715989,Candidatus Nitrospira inopinata
662,662,2559597,Candidatus Nitrotoga sp. AM1P
663,663,1235990,Candidatus Pantoea carbekii
664,664,91604,Candidatus Paracaedibacter acanthamoebae
665,665,2563896,Candidatus Pelagibacter giovannonii
666,666,1002672,Candidatus Pelagibacter sp. IMCC9063
667,667,198252,Candidatus Pelagibacter ubique
668,668,1735162,Candidatus Peribacter riflensis
